image,label_name,label
AID\Airport\airport_219.jpg,Airport,0
AID\Airport\airport_22.jpg,Airport,0
AID\Airport\airport_220.jpg,Airport,0
AID\Airport\airport_221.jpg,Airport,0
AID\Airport\airport_222.jpg,Airport,0
AID\Airport\airport_223.jpg,Airport,0
AID\Airport\airport_224.jpg,Airport,0
AID\Airport\airport_225.jpg,Airport,0
AID\Airport\airport_226.jpg,Airport,0
AID\Airport\airport_227.jpg,Airport,0
AID\Airport\airport_228.jpg,Airport,0
AID\Airport\airport_229.jpg,Airport,0
AID\Airport\airport_23.jpg,Airport,0
AID\Airport\airport_230.jpg,Airport,0
AID\Airport\airport_231.jpg,Airport,0
AID\Airport\airport_232.jpg,Airport,0
AID\Airport\airport_235.jpg,Airport,0
AID\Airport\airport_236.jpg,Airport,0
AID\Airport\airport_237.jpg,Airport,0
AID\Airport\airport_238.jpg,Airport,0
AID\Airport\airport_24.jpg,Airport,0
AID\Airport\airport_240.jpg,Airport,0
AID\Airport\airport_241.jpg,Airport,0
AID\Airport\airport_242.jpg,Airport,0
AID\Airport\airport_243.jpg,Airport,0
AID\Airport\airport_244.jpg,Airport,0
AID\Airport\airport_245.jpg,Airport,0
AID\Airport\airport_246.jpg,Airport,0
AID\Airport\airport_248.jpg,Airport,0
AID\Airport\airport_25.jpg,Airport,0
AID\Airport\airport_250.jpg,Airport,0
AID\Airport\airport_251.jpg,Airport,0
AID\Airport\airport_252.jpg,Airport,0
AID\Airport\airport_253.jpg,Airport,0
AID\Airport\airport_254.jpg,Airport,0
AID\Airport\airport_255.jpg,Airport,0
AID\Airport\airport_256.jpg,Airport,0
AID\Airport\airport_257.jpg,Airport,0
AID\Airport\airport_258.jpg,Airport,0
AID\Airport\airport_26.jpg,Airport,0
AID\Airport\airport_261.jpg,Airport,0
AID\Airport\airport_263.jpg,Airport,0
AID\Airport\airport_265.jpg,Airport,0
AID\Airport\airport_266.jpg,Airport,0
AID\Airport\airport_267.jpg,Airport,0
AID\Airport\airport_268.jpg,Airport,0
AID\Airport\airport_27.jpg,Airport,0
AID\Airport\airport_270.jpg,Airport,0
AID\Airport\airport_271.jpg,Airport,0
AID\Airport\airport_272.jpg,Airport,0
AID\Airport\airport_273.jpg,Airport,0
AID\Airport\airport_274.jpg,Airport,0
AID\Airport\airport_275.jpg,Airport,0
AID\Airport\airport_276.jpg,Airport,0
AID\Airport\airport_277.jpg,Airport,0
AID\Airport\airport_279.jpg,Airport,0
AID\Airport\airport_28.jpg,Airport,0
AID\Airport\airport_280.jpg,Airport,0
AID\Airport\airport_281.jpg,Airport,0
AID\Airport\airport_282.jpg,Airport,0
AID\Airport\airport_284.jpg,Airport,0
AID\Airport\airport_285.jpg,Airport,0
AID\Airport\airport_286.jpg,Airport,0
AID\Airport\airport_287.jpg,Airport,0
AID\Airport\airport_288.jpg,Airport,0
AID\Airport\airport_289.jpg,Airport,0
AID\Airport\airport_29.jpg,Airport,0
AID\Airport\airport_290.jpg,Airport,0
AID\Airport\airport_291.jpg,Airport,0
AID\Airport\airport_294.jpg,Airport,0
AID\Airport\airport_295.jpg,Airport,0
AID\Airport\airport_296.jpg,Airport,0
AID\Airport\airport_297.jpg,Airport,0
AID\Airport\airport_298.jpg,Airport,0
AID\Airport\airport_299.jpg,Airport,0
AID\Airport\airport_3.jpg,Airport,0
AID\Airport\airport_30.jpg,Airport,0
AID\Airport\airport_300.jpg,Airport,0
AID\Airport\airport_302.jpg,Airport,0
AID\Airport\airport_303.jpg,Airport,0
AID\Airport\airport_304.jpg,Airport,0
AID\Airport\airport_305.jpg,Airport,0
AID\Airport\airport_306.jpg,Airport,0
AID\Airport\airport_307.jpg,Airport,0
AID\Airport\airport_308.jpg,Airport,0
AID\Airport\airport_309.jpg,Airport,0
AID\Airport\airport_31.jpg,Airport,0
AID\Airport\airport_310.jpg,Airport,0
AID\Airport\airport_311.jpg,Airport,0
AID\Airport\airport_312.jpg,Airport,0
AID\Airport\airport_313.jpg,Airport,0
AID\Airport\airport_314.jpg,Airport,0
AID\Airport\airport_315.jpg,Airport,0
AID\Airport\airport_316.jpg,Airport,0
AID\Airport\airport_317.jpg,Airport,0
AID\Airport\airport_318.jpg,Airport,0
AID\Airport\airport_319.jpg,Airport,0
AID\Airport\airport_32.jpg,Airport,0
AID\Airport\airport_320.jpg,Airport,0
AID\Airport\airport_321.jpg,Airport,0
AID\Airport\airport_322.jpg,Airport,0
AID\Airport\airport_324.jpg,Airport,0
AID\Airport\airport_326.jpg,Airport,0
AID\Airport\airport_327.jpg,Airport,0
AID\Airport\airport_328.jpg,Airport,0
AID\Airport\airport_329.jpg,Airport,0
AID\Airport\airport_33.jpg,Airport,0
AID\Airport\airport_331.jpg,Airport,0
AID\Airport\airport_332.jpg,Airport,0
AID\Airport\airport_333.jpg,Airport,0
AID\Airport\airport_335.jpg,Airport,0
AID\Airport\airport_336.jpg,Airport,0
AID\Airport\airport_339.jpg,Airport,0
AID\Airport\airport_34.jpg,Airport,0
AID\Airport\airport_340.jpg,Airport,0
AID\Airport\airport_342.jpg,Airport,0
AID\Airport\airport_343.jpg,Airport,0
AID\Airport\airport_344.jpg,Airport,0
AID\Airport\airport_345.jpg,Airport,0
AID\Airport\airport_347.jpg,Airport,0
AID\Airport\airport_349.jpg,Airport,0
AID\Airport\airport_350.jpg,Airport,0
AID\Airport\airport_351.jpg,Airport,0
AID\Airport\airport_352.jpg,Airport,0
AID\Airport\airport_353.jpg,Airport,0
AID\Airport\airport_354.jpg,Airport,0
AID\Airport\airport_355.jpg,Airport,0
AID\Airport\airport_356.jpg,Airport,0
AID\Airport\airport_358.jpg,Airport,0
AID\Airport\airport_360.jpg,Airport,0
AID\Airport\airport_37.jpg,Airport,0
AID\Airport\airport_38.jpg,Airport,0
AID\Airport\airport_39.jpg,Airport,0
AID\Airport\airport_4.jpg,Airport,0
AID\Airport\airport_40.jpg,Airport,0
AID\Airport\airport_41.jpg,Airport,0
AID\Airport\airport_42.jpg,Airport,0
AID\Airport\airport_43.jpg,Airport,0
AID\Airport\airport_44.jpg,Airport,0
AID\Airport\airport_46.jpg,Airport,0
AID\Airport\airport_47.jpg,Airport,0
AID\Airport\airport_48.jpg,Airport,0
AID\Airport\airport_49.jpg,Airport,0
AID\Airport\airport_50.jpg,Airport,0
AID\Airport\airport_51.jpg,Airport,0
AID\Airport\airport_53.jpg,Airport,0
AID\Airport\airport_55.jpg,Airport,0
AID\Airport\airport_56.jpg,Airport,0
AID\Airport\airport_57.jpg,Airport,0
AID\Airport\airport_59.jpg,Airport,0
AID\Airport\airport_61.jpg,Airport,0
AID\Airport\airport_62.jpg,Airport,0
AID\Airport\airport_63.jpg,Airport,0
AID\Airport\airport_64.jpg,Airport,0
AID\Airport\airport_66.jpg,Airport,0
AID\Airport\airport_67.jpg,Airport,0
AID\Airport\airport_68.jpg,Airport,0
AID\Airport\airport_7.jpg,Airport,0
AID\Airport\airport_70.jpg,Airport,0
AID\Airport\airport_71.jpg,Airport,0
AID\Airport\airport_72.jpg,Airport,0
AID\Airport\airport_73.jpg,Airport,0
AID\Airport\airport_75.jpg,Airport,0
AID\Airport\airport_76.jpg,Airport,0
AID\Airport\airport_77.jpg,Airport,0
AID\Airport\airport_78.jpg,Airport,0
AID\Airport\airport_79.jpg,Airport,0
AID\Airport\airport_8.jpg,Airport,0
AID\Airport\airport_80.jpg,Airport,0
AID\Airport\airport_81.jpg,Airport,0
AID\Airport\airport_83.jpg,Airport,0
AID\Airport\airport_85.jpg,Airport,0
AID\Airport\airport_86.jpg,Airport,0
AID\Airport\airport_87.jpg,Airport,0
AID\Airport\airport_88.jpg,Airport,0
AID\Airport\airport_89.jpg,Airport,0
AID\Airport\airport_91.jpg,Airport,0
AID\Airport\airport_92.jpg,Airport,0
AID\Airport\airport_93.jpg,Airport,0
AID\Airport\airport_94.jpg,Airport,0
AID\Airport\airport_95.jpg,Airport,0
AID\Airport\airport_96.jpg,Airport,0
AID\Airport\airport_97.jpg,Airport,0
AID\Airport\airport_98.jpg,Airport,0
AID\Airport\airport_99.jpg,Airport,0
AID\BareLand\bareland_10.jpg,BareLand,1
AID\BareLand\bareland_100.jpg,BareLand,1
AID\BareLand\bareland_101.jpg,BareLand,1
AID\BareLand\bareland_102.jpg,BareLand,1
AID\BareLand\bareland_104.jpg,BareLand,1
AID\BareLand\bareland_105.jpg,BareLand,1
AID\BareLand\bareland_107.jpg,BareLand,1
AID\BareLand\bareland_109.jpg,BareLand,1
AID\BareLand\bareland_110.jpg,BareLand,1
AID\BareLand\bareland_111.jpg,BareLand,1
AID\BareLand\bareland_113.jpg,BareLand,1
AID\BareLand\bareland_114.jpg,BareLand,1
AID\BareLand\bareland_115.jpg,BareLand,1
AID\BareLand\bareland_116.jpg,BareLand,1
AID\BareLand\bareland_117.jpg,BareLand,1
AID\BareLand\bareland_118.jpg,BareLand,1
AID\BareLand\bareland_119.jpg,BareLand,1
AID\BareLand\bareland_12.jpg,BareLand,1
AID\BareLand\bareland_120.jpg,BareLand,1
AID\BareLand\bareland_121.jpg,BareLand,1
AID\BareLand\bareland_122.jpg,BareLand,1
AID\BareLand\bareland_124.jpg,BareLand,1
AID\BareLand\bareland_125.jpg,BareLand,1
AID\BareLand\bareland_126.jpg,BareLand,1
AID\BareLand\bareland_127.jpg,BareLand,1
AID\BareLand\bareland_128.jpg,BareLand,1
AID\BareLand\bareland_13.jpg,BareLand,1
AID\BareLand\bareland_130.jpg,BareLand,1
AID\BareLand\bareland_131.jpg,BareLand,1
AID\BareLand\bareland_133.jpg,BareLand,1
AID\BareLand\bareland_135.jpg,BareLand,1
AID\BareLand\bareland_136.jpg,BareLand,1
AID\BareLand\bareland_137.jpg,BareLand,1
AID\BareLand\bareland_138.jpg,BareLand,1
AID\BareLand\bareland_139.jpg,BareLand,1
AID\BareLand\bareland_140.jpg,BareLand,1
AID\BareLand\bareland_141.jpg,BareLand,1
AID\BareLand\bareland_142.jpg,BareLand,1
AID\BareLand\bareland_143.jpg,BareLand,1
AID\BareLand\bareland_145.jpg,BareLand,1
AID\BareLand\bareland_146.jpg,BareLand,1
AID\BareLand\bareland_147.jpg,BareLand,1
AID\BareLand\bareland_148.jpg,BareLand,1
AID\BareLand\bareland_149.jpg,BareLand,1
AID\BareLand\bareland_15.jpg,BareLand,1
AID\BareLand\bareland_151.jpg,BareLand,1
AID\BareLand\bareland_152.jpg,BareLand,1
AID\BareLand\bareland_153.jpg,BareLand,1
AID\BareLand\bareland_154.jpg,BareLand,1
AID\BareLand\bareland_155.jpg,BareLand,1
AID\BareLand\bareland_156.jpg,BareLand,1
AID\BareLand\bareland_157.jpg,BareLand,1
AID\BareLand\bareland_159.jpg,BareLand,1
AID\BareLand\bareland_16.jpg,BareLand,1
AID\BareLand\bareland_161.jpg,BareLand,1
AID\BareLand\bareland_162.jpg,BareLand,1
AID\BareLand\bareland_163.jpg,BareLand,1
AID\BareLand\bareland_164.jpg,BareLand,1
AID\BareLand\bareland_165.jpg,BareLand,1
AID\BareLand\bareland_167.jpg,BareLand,1
AID\BareLand\bareland_168.jpg,BareLand,1
AID\BareLand\bareland_169.jpg,BareLand,1
AID\BareLand\bareland_17.jpg,BareLand,1
AID\BareLand\bareland_171.jpg,BareLand,1
AID\BareLand\bareland_172.jpg,BareLand,1
AID\BareLand\bareland_173.jpg,BareLand,1
AID\BareLand\bareland_174.jpg,BareLand,1
AID\BareLand\bareland_175.jpg,BareLand,1
AID\BareLand\bareland_176.jpg,BareLand,1
AID\BareLand\bareland_177.jpg,BareLand,1
AID\BareLand\bareland_178.jpg,BareLand,1
AID\BareLand\bareland_18.jpg,BareLand,1
AID\BareLand\bareland_181.jpg,BareLand,1
AID\BareLand\bareland_182.jpg,BareLand,1
AID\BareLand\bareland_183.jpg,BareLand,1
AID\BareLand\bareland_184.jpg,BareLand,1
AID\BareLand\bareland_185.jpg,BareLand,1
AID\BareLand\bareland_186.jpg,BareLand,1
AID\BareLand\bareland_187.jpg,BareLand,1
AID\BareLand\bareland_188.jpg,BareLand,1
AID\BareLand\bareland_189.jpg,BareLand,1
AID\BareLand\bareland_19.jpg,BareLand,1
AID\BareLand\bareland_191.jpg,BareLand,1
AID\BareLand\bareland_192.jpg,BareLand,1
AID\BareLand\bareland_193.jpg,BareLand,1
AID\BareLand\bareland_194.jpg,BareLand,1
AID\BareLand\bareland_196.jpg,BareLand,1
AID\BareLand\bareland_197.jpg,BareLand,1
AID\BareLand\bareland_198.jpg,BareLand,1
AID\BareLand\bareland_199.jpg,BareLand,1
AID\BareLand\bareland_2.jpg,BareLand,1
AID\BareLand\bareland_20.jpg,BareLand,1
AID\BareLand\bareland_200.jpg,BareLand,1
AID\BareLand\bareland_201.jpg,BareLand,1
AID\BareLand\bareland_202.jpg,BareLand,1
AID\BareLand\bareland_204.jpg,BareLand,1
AID\BareLand\bareland_205.jpg,BareLand,1
AID\BareLand\bareland_206.jpg,BareLand,1
AID\BareLand\bareland_207.jpg,BareLand,1
AID\BareLand\bareland_208.jpg,BareLand,1
AID\BareLand\bareland_209.jpg,BareLand,1
AID\BareLand\bareland_21.jpg,BareLand,1
AID\BareLand\bareland_210.jpg,BareLand,1
AID\BareLand\bareland_211.jpg,BareLand,1
AID\BareLand\bareland_212.jpg,BareLand,1
AID\BareLand\bareland_213.jpg,BareLand,1
AID\BareLand\bareland_214.jpg,BareLand,1
AID\BareLand\bareland_215.jpg,BareLand,1
AID\BareLand\bareland_216.jpg,BareLand,1
AID\BareLand\bareland_218.jpg,BareLand,1
AID\BareLand\bareland_219.jpg,BareLand,1
AID\BareLand\bareland_22.jpg,BareLand,1
AID\BareLand\bareland_220.jpg,BareLand,1
AID\BareLand\bareland_222.jpg,BareLand,1
AID\BareLand\bareland_223.jpg,BareLand,1
AID\BareLand\bareland_225.jpg,BareLand,1
AID\BareLand\bareland_226.jpg,BareLand,1
AID\BareLand\bareland_228.jpg,BareLand,1
AID\BareLand\bareland_229.jpg,BareLand,1
AID\BareLand\bareland_23.jpg,BareLand,1
AID\BareLand\bareland_231.jpg,BareLand,1
AID\BareLand\bareland_232.jpg,BareLand,1
AID\BareLand\bareland_233.jpg,BareLand,1
AID\BareLand\bareland_234.jpg,BareLand,1
AID\BareLand\bareland_235.jpg,BareLand,1
AID\BareLand\bareland_236.jpg,BareLand,1
AID\BareLand\bareland_237.jpg,BareLand,1
AID\BareLand\bareland_239.jpg,BareLand,1
AID\BareLand\bareland_24.jpg,BareLand,1
AID\BareLand\bareland_240.jpg,BareLand,1
AID\BareLand\bareland_242.jpg,BareLand,1
AID\BareLand\bareland_243.jpg,BareLand,1
AID\BareLand\bareland_244.jpg,BareLand,1
AID\BareLand\bareland_246.jpg,BareLand,1
AID\BareLand\bareland_247.jpg,BareLand,1
AID\BareLand\bareland_248.jpg,BareLand,1
AID\BareLand\bareland_249.jpg,BareLand,1
AID\BareLand\bareland_25.jpg,BareLand,1
AID\BareLand\bareland_250.jpg,BareLand,1
AID\BareLand\bareland_251.jpg,BareLand,1
AID\BareLand\bareland_252.jpg,BareLand,1
AID\BareLand\bareland_253.jpg,BareLand,1
AID\BareLand\bareland_254.jpg,BareLand,1
AID\BareLand\bareland_255.jpg,BareLand,1
AID\BareLand\bareland_256.jpg,BareLand,1
AID\BareLand\bareland_257.jpg,BareLand,1
AID\BareLand\bareland_259.jpg,BareLand,1
AID\BareLand\bareland_260.jpg,BareLand,1
AID\BareLand\bareland_261.jpg,BareLand,1
AID\BareLand\bareland_262.jpg,BareLand,1
AID\BareLand\bareland_263.jpg,BareLand,1
AID\BareLand\bareland_265.jpg,BareLand,1
AID\BareLand\bareland_266.jpg,BareLand,1
AID\BareLand\bareland_269.jpg,BareLand,1
AID\BareLand\bareland_27.jpg,BareLand,1
AID\BareLand\bareland_270.jpg,BareLand,1
AID\BareLand\bareland_272.jpg,BareLand,1
AID\BareLand\bareland_273.jpg,BareLand,1
AID\BareLand\bareland_274.jpg,BareLand,1
AID\BareLand\bareland_275.jpg,BareLand,1
AID\BareLand\bareland_276.jpg,BareLand,1
AID\BareLand\bareland_278.jpg,BareLand,1
AID\BareLand\bareland_279.jpg,BareLand,1
AID\BareLand\bareland_280.jpg,BareLand,1
AID\BareLand\bareland_281.jpg,BareLand,1
AID\BareLand\bareland_282.jpg,BareLand,1
AID\BareLand\bareland_284.jpg,BareLand,1
AID\BareLand\bareland_285.jpg,BareLand,1
AID\BareLand\bareland_286.jpg,BareLand,1
AID\BareLand\bareland_287.jpg,BareLand,1
AID\BareLand\bareland_288.jpg,BareLand,1
AID\BareLand\bareland_289.jpg,BareLand,1
AID\BareLand\bareland_29.jpg,BareLand,1
AID\BareLand\bareland_290.jpg,BareLand,1
AID\BareLand\bareland_291.jpg,BareLand,1
AID\BareLand\bareland_292.jpg,BareLand,1
AID\BareLand\bareland_293.jpg,BareLand,1
AID\BareLand\bareland_294.jpg,BareLand,1
AID\BareLand\bareland_295.jpg,BareLand,1
AID\BareLand\bareland_297.jpg,BareLand,1
AID\BareLand\bareland_298.jpg,BareLand,1
AID\BareLand\bareland_299.jpg,BareLand,1
AID\BareLand\bareland_3.jpg,BareLand,1
AID\BareLand\bareland_300.jpg,BareLand,1
AID\BareLand\bareland_301.jpg,BareLand,1
AID\BareLand\bareland_302.jpg,BareLand,1
AID\BareLand\bareland_303.jpg,BareLand,1
AID\BareLand\bareland_304.jpg,BareLand,1
AID\BareLand\bareland_306.jpg,BareLand,1
AID\BareLand\bareland_308.jpg,BareLand,1
AID\BareLand\bareland_309.jpg,BareLand,1
AID\BareLand\bareland_31.jpg,BareLand,1
AID\BareLand\bareland_32.jpg,BareLand,1
AID\BareLand\bareland_33.jpg,BareLand,1
AID\BareLand\bareland_34.jpg,BareLand,1
AID\BareLand\bareland_35.jpg,BareLand,1
AID\BareLand\bareland_36.jpg,BareLand,1
AID\BareLand\bareland_37.jpg,BareLand,1
AID\BareLand\bareland_38.jpg,BareLand,1
AID\BareLand\bareland_39.jpg,BareLand,1
AID\BareLand\bareland_4.jpg,BareLand,1
AID\BareLand\bareland_40.jpg,BareLand,1
AID\BareLand\bareland_42.jpg,BareLand,1
AID\BareLand\bareland_43.jpg,BareLand,1
AID\BareLand\bareland_44.jpg,BareLand,1
AID\BareLand\bareland_45.jpg,BareLand,1
AID\BareLand\bareland_46.jpg,BareLand,1
AID\BareLand\bareland_48.jpg,BareLand,1
AID\BareLand\bareland_49.jpg,BareLand,1
AID\BareLand\bareland_50.jpg,BareLand,1
AID\BareLand\bareland_51.jpg,BareLand,1
AID\BareLand\bareland_54.jpg,BareLand,1
AID\BareLand\bareland_55.jpg,BareLand,1
AID\BareLand\bareland_57.jpg,BareLand,1
AID\BareLand\bareland_6.jpg,BareLand,1
AID\BareLand\bareland_60.jpg,BareLand,1
AID\BareLand\bareland_61.jpg,BareLand,1
AID\BareLand\bareland_63.jpg,BareLand,1
AID\BareLand\bareland_64.jpg,BareLand,1
AID\BareLand\bareland_65.jpg,BareLand,1
AID\BareLand\bareland_66.jpg,BareLand,1
AID\BareLand\bareland_67.jpg,BareLand,1
AID\BareLand\bareland_68.jpg,BareLand,1
AID\BareLand\bareland_7.jpg,BareLand,1
AID\BareLand\bareland_70.jpg,BareLand,1
AID\BareLand\bareland_71.jpg,BareLand,1
AID\BareLand\bareland_72.jpg,BareLand,1
AID\BareLand\bareland_74.jpg,BareLand,1
AID\BareLand\bareland_75.jpg,BareLand,1
AID\BareLand\bareland_76.jpg,BareLand,1
AID\BareLand\bareland_77.jpg,BareLand,1
AID\BareLand\bareland_78.jpg,BareLand,1
AID\BareLand\bareland_79.jpg,BareLand,1
AID\BareLand\bareland_8.jpg,BareLand,1
AID\BareLand\bareland_80.jpg,BareLand,1
AID\BareLand\bareland_82.jpg,BareLand,1
AID\BareLand\bareland_83.jpg,BareLand,1
AID\BareLand\bareland_84.jpg,BareLand,1
AID\BareLand\bareland_85.jpg,BareLand,1
AID\BareLand\bareland_87.jpg,BareLand,1
AID\BareLand\bareland_89.jpg,BareLand,1
AID\BareLand\bareland_9.jpg,BareLand,1
AID\BareLand\bareland_90.jpg,BareLand,1
AID\BareLand\bareland_91.jpg,BareLand,1
AID\BareLand\bareland_92.jpg,BareLand,1
AID\BareLand\bareland_93.jpg,BareLand,1
AID\BareLand\bareland_94.jpg,BareLand,1
AID\BareLand\bareland_97.jpg,BareLand,1
AID\BareLand\bareland_98.jpg,BareLand,1
AID\BaseballField\baseballfield_1.jpg,BaseballField,2
AID\BaseballField\baseballfield_10.jpg,BaseballField,2
AID\BaseballField\baseballfield_100.jpg,BaseballField,2
AID\BaseballField\baseballfield_101.jpg,BaseballField,2
AID\BaseballField\baseballfield_102.jpg,BaseballField,2
AID\BaseballField\baseballfield_103.jpg,BaseballField,2
AID\BaseballField\baseballfield_104.jpg,BaseballField,2
AID\BaseballField\baseballfield_105.jpg,BaseballField,2
AID\BaseballField\baseballfield_106.jpg,BaseballField,2
AID\BaseballField\baseballfield_107.jpg,BaseballField,2
AID\BaseballField\baseballfield_108.jpg,BaseballField,2
AID\BaseballField\baseballfield_109.jpg,BaseballField,2
AID\BaseballField\baseballfield_111.jpg,BaseballField,2
AID\BaseballField\baseballfield_112.jpg,BaseballField,2
AID\BaseballField\baseballfield_113.jpg,BaseballField,2
AID\BaseballField\baseballfield_114.jpg,BaseballField,2
AID\BaseballField\baseballfield_116.jpg,BaseballField,2
AID\BaseballField\baseballfield_119.jpg,BaseballField,2
AID\BaseballField\baseballfield_120.jpg,BaseballField,2
AID\BaseballField\baseballfield_121.jpg,BaseballField,2
AID\BaseballField\baseballfield_123.jpg,BaseballField,2
AID\BaseballField\baseballfield_124.jpg,BaseballField,2
AID\BaseballField\baseballfield_125.jpg,BaseballField,2
AID\BaseballField\baseballfield_126.jpg,BaseballField,2
AID\BaseballField\baseballfield_128.jpg,BaseballField,2
AID\BaseballField\baseballfield_129.jpg,BaseballField,2
AID\BaseballField\baseballfield_13.jpg,BaseballField,2
AID\BaseballField\baseballfield_130.jpg,BaseballField,2
AID\BaseballField\baseballfield_131.jpg,BaseballField,2
AID\BaseballField\baseballfield_132.jpg,BaseballField,2
AID\BaseballField\baseballfield_133.jpg,BaseballField,2
AID\BaseballField\baseballfield_135.jpg,BaseballField,2
AID\BaseballField\baseballfield_136.jpg,BaseballField,2
AID\BaseballField\baseballfield_137.jpg,BaseballField,2
AID\BaseballField\baseballfield_138.jpg,BaseballField,2
AID\BaseballField\baseballfield_14.jpg,BaseballField,2
AID\BaseballField\baseballfield_141.jpg,BaseballField,2
AID\BaseballField\baseballfield_142.jpg,BaseballField,2
AID\BaseballField\baseballfield_143.jpg,BaseballField,2
AID\BaseballField\baseballfield_146.jpg,BaseballField,2
AID\BaseballField\baseballfield_148.jpg,BaseballField,2
AID\BaseballField\baseballfield_149.jpg,BaseballField,2
AID\BaseballField\baseballfield_15.jpg,BaseballField,2
AID\BaseballField\baseballfield_150.jpg,BaseballField,2
AID\BaseballField\baseballfield_152.jpg,BaseballField,2
AID\BaseballField\baseballfield_154.jpg,BaseballField,2
